iteration,edge_v0,edge_v1,incidence,kept_face_0,kept_face_1,rejected_faces,kept_visibility_hits,rejected_visibility_hits,pair_abs_normal_dot
0,14995,15015,3,30481,30639,30633,0,0,0.6302256016752816
0,14996,15016,3,30640,30638,30642,0,0,0.9281540884236679
0,15001,15019,3,30648,30651,30637,0,0,0.9600643068109507
0,15003,15021,3,30643,30653,30649,0,0,0.8409353647744351
0,15015,15016,3,30676,30639,30670,1,0,0.9974655136768202
0,15016,15018,3,30677,30680,30678,1,0,0.9624828934802435
0,15016,15021,3,30680,30643,30672,0,0,0.942176420516794
0,15019,15021,3,30648,30689,30673,0,0,0.9774234910710708
0,15021,15025,3,30681,30693,30689,0,0,0.7350839268138212
0,15025,15079,3,30686,30697,30700,0,0,0.7812698975659408
0,15029,15085,3,30519,30683,30707,2,0,0.9796316857702256
0,15073,15076,3,30792,30791,30795,1,0,0.808229755644188
0,15079,15083,3,30794,30807,30810,0,0,0.7954114498840082
0,15081,15083,3,30806,30815,30801,0,0,0.9922122419442129
0,15081,15106,3,30798,30817,30814,0,0,0.9830989392297125
0,15085,15089,3,30822,30789,30825,0,0,0.9395816947715682
0,15086,15090,4,30826,30793,30824;30829,0,0,0.8402057786761576
0,15111,15306,3,30737,30868,30870,0,0,0.9056398865812996
0,15113,15308,3,30871,30874,30872,0,0,0.9725219435728406
0,15115,15119,3,30855,30881,30883,1,0,0.9048959975212916
0,15115,15121,3,30882,30837,30884,0,0,0.9991211068296857
0,15119,15314,3,30861,30889,30891,1,0,0.8962572731839792
0,15122,15126,3,30867,30896,30894,0,0,0.945703444540556
0,15126,15131,3,30904,30897,30877,0,0,0.9714342029473032
0,15139,15141,3,30920,30926,30930,1,0,0.9994101911425037
0,15139,15151,3,30928,30916,30931,1,0,0.9981353939007976
0,15141,15143,3,30934,30927,30936,2,0,0.9987775067563621
0,15151,15161,3,30929,30949,30952,0,0,0.9991873351926552
0,15262,15266,3,31176,31155,31179,2,1,0.888656543632962
0,15266,15269,3,31186,31177,31181,1,0,0.8580568069475653
0,15286,15291,3,26849,31222,31220,0,0,0.9933240455598054
0,15287,15293,3,31219,31227,31223,0,0,0.8497285258152847
0,15287,15297,3,31226,31217,31224,0,0,0.9865740668369903
0,15291,15293,3,31228,31232,31223,0,0,0.9808134517302819
0,15291,15387,3,31232,26861,31221,0,0,0.9312921951562376
0,15297,15391,3,31238,31240,31225,0,0,0.9987396721813423
0,15302,15304,3,31250,31247,31252,0,0,0.978087063489129
0,15304,15327,3,31256,31255,31258,0,0,0.9593689706632398
0,15308,15312,3,31261,31265,31262,0,0,0.9999915287284823
0,15311,15331,3,31272,31267,31259,0,0,0.9424898072923821
0,15323,15325,3,31278,31289,31287,0,0,0.985744846085892
0,15323,15342,3,31288,31291,31285,0,0,0.9051904270079709
0,15331,15335,3,31300,31299,31295,0,0,0.9588021002532169
0,15333,15411,3,31302,31191,31304,1,0,0.9908299357173924
0,15335,15413,3,31296,31303,31306,0,0,0.9789569243443136
0,15365,15369,3,31346,31345,31348,0,0,0.996244774422246
0,15365,15411,3,31191,31346,31350,1,0,0.998595840125307
0,15368,15370,3,31358,31355,31356,0,0,0.7091269554519118
0,15370,15377,3,31360,31357,31363,0,0,0.9665502641944649
0,15370,15396,3,31362,31359,31365,0,0,0.9975532524875249
0,15370,15416,3,31364,31361,31353,0,0,0.9538294839293082
0,15372,15375,3,31372,31342,31368,0,0,0.6651085691484073
0,15372,15401,3,31367,31372,31370,0,0,0.9931967503538416
0,15373,15403,3,31376,31379,26980,0,0,0.99345633781424
0,15375,15377,3,31357,31383,31384,0,0,0.999818080249474
0,15382,15387,4,27017,31404,31402;31221,0,0,0.9892722339832961
0,15383,15386,3,31406,31409,31401,0,0,0.9917843968279152
0,15383,15388,3,31408,31411,31405,0,0,0.9999089717762151
0,15383,15391,3,31410,31407,31225,0,0,0.9990423250222824
0,15384,15386,3,31414,31413,31401,0,0,0.9960565548178414
0,15384,15389,3,27027,31415,31403,0,0,0.9999952664289761
0,15386,15402,3,31418,31416,31413,0,0,0.8665878031263249
0,15387,15388,3,31233,31421,31405,0,0,0.9980673818938033
0,15387,15389,3,31420,27031,31402,0,0,0.9997603320032313
0,15392,15393,3,31426,31429,31245,0,0,0.999777500600804
0,15392,15440,3,31428,31425,31243,0,0,0.9533173915088404
0,15394,15396,3,31359,31431,31434,0,0,0.9965074026320341
0,15399,15401,3,31440,31437,31367,0,0,0.9970039013447116
