loop_id,v0,v1,length_mm,local_median_mm,ratio_to_local_median,max_adjacent_normal_jump_deg,first_new_face_index
1978,390121,390123,0.7852440718373682,0.5047045512081203,1.5558490010793748,13.413236036802301,873704
1978,390112,390123,0.9031699437741733,0.5047045512081203,1.7895022773466955,13.413236036802301,873704
1978,390112,390121,0.9048999048341633,0.5047045512081203,1.792929948160935,13.413236036802301,873704
1981,391452,391456,0.8285755801994605,0.4991667954240581,1.659917261715213,7.0012187396886585,873708
1981,391449,391452,0.8720047054847663,0.4991667954240581,1.7469204952704644,7.0012187396886585,873708
1981,391449,391456,0.9686901116176831,0.4991667954240581,1.940614080299051,7.0012187396886585,873708
1982,391779,391789,0.8169940757642077,0.5051827306231186,1.6172248698139084,2.180698273405768,873712
1982,391778,391788,0.8181096518049212,0.5051827306231186,1.6194331322367699,2.180698273405768,873712
1982,391779,391788,0.8721833757480283,0.5051827306231186,1.726471082398704,2.180698273405768,873712
1983,391887,391889,0.7596091611820053,0.4876895821609469,1.5575669215983368,19.40228252473803,873716
1983,391911,391913,0.7667794908834161,0.4876895821609469,1.57226957255438,19.40228252473803,873716
1983,391889,391911,0.8280878763070144,0.4876895821609469,1.697981475506954,19.40228252473803,873716
1986,392191,392200,0.38730433357581895,0.5240954483893695,0.7389957969794779,3.7817037132748648,873720
1987,392240,392242,0.7893289283001742,0.49089069203514696,1.607952526106687,8.61721983127001,873722
1987,392243,392245,0.8303814314967182,0.49089069203514696,1.6915811299132644,8.61721983127001,873722
1987,392242,392243,0.9457508891053513,0.49089069203514696,1.9266017963885882,8.61721983127001,873722
1988,392262,392265,0.8455008395052956,0.4880615719628471,1.7323651114447052,15.718378853262106,873726
1988,392262,392300,0.8885144434167919,0.4880615719628471,1.8204966226770023,15.718378853262106,873726
1988,392265,392300,0.9125812868140176,0.4880615719628471,1.8698077030401532,15.718378853262106,873726
1989,392416,392583,0.7968132627576907,0.5003080949571885,1.5926451536345303,20.591264270091752,873730
1989,392579,392583,0.7988469672278693,0.5003080949571885,1.5967100578219244,20.591264270091752,873730
1989,392416,392579,0.9531526022795628,0.5003080949571885,1.9051312818776684,20.591264270091752,873730
1991,393101,393258,0.8639388302218721,0.5215863847774036,1.6563676802847789,2.0789315843105154,873734
1991,393102,393259,0.92268218957496,0.5215863847774036,1.768992091250103,2.0789315843105154,873734
1991,393102,393258,1.0061311133326434,0.5215863847774036,1.9289827010381566,2.0789315843105154,873734
1993,393248,393324,0.7708172087873505,0.5246713312992971,1.4691429906766533,19.908924277949183,873738
1993,393248,393253,0.847711903084011,0.5246713312992971,1.615700825476276,19.908924277949183,873738
1993,393253,393324,0.9110132645472461,0.5246713312992971,1.7363503782286163,19.908924277949183,873738
1995,393419,393434,0.8954640905685045,0.587671567375103,1.5237492168766804,27.46001363291247,873742
1995,393434,393479,0.9215300508809738,0.587671567375103,1.568103856031499,27.46001363291247,873742
1995,393419,393479,0.9379299701672007,0.587671567375103,1.5960104627088967,27.46001363291247,873742
1996,393462,395357,0.681060145931252,0.42279408830957677,1.6108554134573625,17.062703473064172,873746
1997,394393,394403,0.8159737561391138,0.5109540762622329,1.596961046104539,6.51655828792539,873748
1997,394393,394400,0.9218154542817185,0.5109540762622329,1.8041062731606872,6.51655828792539,873748
1997,394400,394403,0.9455156681494441,0.5109540762622329,1.8504905080044505,6.51655828792539,873748
2001,394735,394764,0.8997859912380707,0.5467458487910093,1.6457116102988634,11.52808889552879,873754
2001,394729,394749,0.9221044007502257,0.5467458487910093,1.6865320565107669,11.52808889552879,873754
2001,394735,394749,1.0730939916493212,0.5467458487910093,1.962692527107793,11.52808889552879,873754
2002,395044,395046,0.850673134425924,0.510788126577085,1.6654128985465866,7.766108120356906,873758
2002,395044,395099,0.9114755815092107,0.510788126577085,1.7844494303679872,7.766108120356906,873758
2002,395046,395099,0.9276621871366583,0.510788126577085,1.8161389015699079,7.766108120356906,873758
2003,395193,413292,0.8867145945490046,0.5356928628460063,1.6552667695404883,3.0033719793115483,873762
2003,395204,413388,0.9065630674414024,0.5356928628460063,1.69231873395709,3.0033719793115483,873762
2003,395190,395193,0.9336291251725234,0.5356928628460063,1.7428440621970924,3.0033719793115483,873762
2003,395190,413292,1.0601263271740997,0.5356928628460063,1.9789816155882791,3.0033719793115483,873762
2003,395190,413388,1.1332145801747588,0.5356928628460063,2.1154184772114837,3.0033719793115483,873762
2004,395418,395420,0.8809637620537161,0.5542483138973957,1.5894748616534413,1.7507898561752961,873768
2004,395351,395400,0.9215093578830158,0.5542483138973957,1.6626290685542955,1.7507898561752961,873768
2004,395351,395420,1.0091553414599783,0.5542483138973957,1.820763935867916,1.7507898561752961,873768
2006,395888,418644,0.8827953580267003,0.5191302526923065,1.700527668053169,3.3268007328826585,873772
2006,415528,418644,0.8970368599814458,0.5191302526923065,1.7279610566505132,3.3268007328826585,873772
2006,395888,415528,0.9845170177704192,0.5191302526923065,1.896473982520822,3.3268007328826585,873772
2008,396237,396242,0.8951378765610422,0.5322306872271366,1.681860700713467,3.125916725962417,873776
2008,396140,396237,0.9433724732832723,0.5322306872271366,1.7724879378867444,3.125916725962417,873776
2008,396140,396242,0.9738210858692739,0.5322306872271366,1.829697364770105,3.125916725962417,873776
2009,396752,396855,0.8710020551847946,0.5265546801464782,1.6541530975329992,3.840038522652539,873780
2009,396749,396855,0.8902561285325077,0.5265546801464782,1.6907192398040298,3.840038522652539,873780
2009,396749,396752,0.8911699545563172,0.5265546801464782,1.6924547215275145,3.840038522652539,873780
2010,396814,396826,0.8517812836316087,0.5669875505128128,1.502292744983931,4.87724482502435,873784
2010,396811,396823,0.9157434238428968,0.5669875505128128,1.6151032293648269,4.87724482502435,873784
